"Time","Contracts","Funding Interval","Funding Rate"
"2022-06-09 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-06-09 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-06-08 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-06-08 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-06-08 01:00:00","BTCUSDT Perpetual","8h","-0.003705%"
"2022-06-07 17:00:00","BTCUSDT Perpetual","8h","-0.010234%"
"2022-06-07 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-06-07 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-06-06 17:00:00","BTCUSDT Perpetual","8h","0.009656%"
"2022-06-06 09:00:00","BTCUSDT Perpetual","8h","0.006036%"
"2022-06-06 01:00:00","BTCUSDT Perpetual","8h","0.004753%"
"2022-06-05 17:00:00","BTCUSDT Perpetual","8h","0.002828%"
"2022-06-05 09:00:00","BTCUSDT Perpetual","8h","0.004358%"
"2022-06-05 01:00:00","BTCUSDT Perpetual","8h","0.005506%"
"2022-06-04 17:00:00","BTCUSDT Perpetual","8h","0.004795%"
"2022-06-04 09:00:00","BTCUSDT Perpetual","8h","0.000270%"
"2022-06-04 01:00:00","BTCUSDT Perpetual","8h","0.006937%"
"2022-06-03 17:00:00","BTCUSDT Perpetual","8h","-0.001456%"
"2022-06-03 09:00:00","BTCUSDT Perpetual","8h","-0.003378%"
"2022-06-03 01:00:00","BTCUSDT Perpetual","8h","0.002107%"
"2022-06-02 17:00:00","BTCUSDT Perpetual","8h","0.002265%"
"2022-06-02 09:00:00","BTCUSDT Perpetual","8h","-0.001452%"
"2022-06-02 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-06-01 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-06-01 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-06-01 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-05-31 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-05-31 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-05-31 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-05-30 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-05-30 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-05-30 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-05-29 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-05-29 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-05-29 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-05-28 17:00:00","BTCUSDT Perpetual","8h","0.008712%"
"2022-05-28 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-05-28 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-05-27 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-05-27 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-05-27 01:00:00","BTCUSDT Perpetual","8h","0.000721%"
"2022-05-26 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-05-26 09:00:00","BTCUSDT Perpetual","8h","0.007516%"
"2022-05-26 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-05-25 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-05-25 09:00:00","BTCUSDT Perpetual","8h","0.003679%"
"2022-05-25 01:00:00","BTCUSDT Perpetual","8h","0.002892%"
"2022-05-24 17:00:00","BTCUSDT Perpetual","8h","-0.000676%"
"2022-05-24 09:00:00","BTCUSDT Perpetual","8h","-0.012372%"
"2022-05-24 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-05-23 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-05-23 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-05-23 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-05-22 17:00:00","BTCUSDT Perpetual","8h","-0.003063%"
"2022-05-22 09:00:00","BTCUSDT Perpetual","8h","0.002410%"
"2022-05-22 01:00:00","BTCUSDT Perpetual","8h","0.002549%"
"2022-05-21 17:00:00","BTCUSDT Perpetual","8h","-0.002146%"
"2022-05-21 09:00:00","BTCUSDT Perpetual","8h","-0.000202%"
"2022-05-21 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-05-20 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-05-20 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-05-20 01:00:00","BTCUSDT Perpetual","8h","0.007464%"
"2022-05-19 17:00:00","BTCUSDT Perpetual","8h","0.005624%"
"2022-05-19 09:00:00","BTCUSDT Perpetual","8h","-0.000341%"
"2022-05-19 01:00:00","BTCUSDT Perpetual","8h","0.002892%"
"2022-05-18 17:00:00","BTCUSDT Perpetual","8h","-0.005753%"
"2022-05-18 09:00:00","BTCUSDT Perpetual","8h","-0.006956%"
"2022-05-18 01:00:00","BTCUSDT Perpetual","8h","0.004705%"
"2022-05-17 17:00:00","BTCUSDT Perpetual","8h","-0.000710%"
"2022-05-17 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-05-17 01:00:00","BTCUSDT Perpetual","8h","0.004940%"
"2022-05-16 17:00:00","BTCUSDT Perpetual","8h","0.008883%"
"2022-05-16 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-05-16 01:00:00","BTCUSDT Perpetual","8h","0.009053%"
"2022-05-15 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-05-15 09:00:00","BTCUSDT Perpetual","8h","0.008289%"
"2022-05-15 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-05-14 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-05-14 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-05-14 01:00:00","BTCUSDT Perpetual","8h","0.006045%"
"2022-05-13 17:00:00","BTCUSDT Perpetual","8h","-0.000605%"
"2022-05-13 09:00:00","BTCUSDT Perpetual","8h","-0.007127%"
"2022-05-13 01:00:00","BTCUSDT Perpetual","8h","-0.014678%"
"2022-05-12 17:00:00","BTCUSDT Perpetual","8h","-0.041995%"
"2022-05-12 09:00:00","BTCUSDT Perpetual","8h","-0.018773%"
"2022-05-12 01:00:00","BTCUSDT Perpetual","8h","-0.003512%"
"2022-05-11 17:00:00","BTCUSDT Perpetual","8h","0.006939%"
"2022-05-11 09:00:00","BTCUSDT Perpetual","8h","0.007580%"
"2022-05-11 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-05-10 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-05-10 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-05-10 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-05-09 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-05-09 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-05-09 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-05-08 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-05-08 09:00:00","BTCUSDT Perpetual","8h","-0.002659%"
"2022-05-08 01:00:00","BTCUSDT Perpetual","8h","0.000713%"
"2022-05-07 17:00:00","BTCUSDT Perpetual","8h","0.005998%"
"2022-05-07 09:00:00","BTCUSDT Perpetual","8h","-0.005273%"
"2022-05-07 01:00:00","BTCUSDT Perpetual","8h","0.004197%"
"2022-05-06 17:00:00","BTCUSDT Perpetual","8h","-0.005734%"
"2022-05-06 09:00:00","BTCUSDT Perpetual","8h","-0.013460%"
"2022-05-06 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-05-05 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-05-05 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-05-05 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-05-04 17:00:00","BTCUSDT Perpetual","8h","0.002504%"
"2022-05-04 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-05-04 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-05-03 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-05-03 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-05-03 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-05-02 17:00:00","BTCUSDT Perpetual","8h","0.009000%"
"2022-05-02 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-05-02 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-05-01 17:00:00","BTCUSDT Perpetual","8h","0.000095%"
"2022-05-01 09:00:00","BTCUSDT Perpetual","8h","0.002402%"
"2022-05-01 01:00:00","BTCUSDT Perpetual","8h","0.005926%"
"2022-04-30 17:00:00","BTCUSDT Perpetual","8h","0.004536%"
"2022-04-30 09:00:00","BTCUSDT Perpetual","8h","-0.009371%"
"2022-04-30 01:00:00","BTCUSDT Perpetual","8h","0.002628%"
"2022-04-29 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-04-29 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-04-29 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-04-28 17:00:00","BTCUSDT Perpetual","8h","-0.005544%"
"2022-04-28 09:00:00","BTCUSDT Perpetual","8h","-0.005716%"
"2022-04-28 01:00:00","BTCUSDT Perpetual","8h","0.001968%"
"2022-04-27 17:00:00","BTCUSDT Perpetual","8h","-0.011034%"
"2022-04-27 09:00:00","BTCUSDT Perpetual","8h","-0.012640%"
"2022-04-27 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-04-26 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-04-26 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-04-26 01:00:00","BTCUSDT Perpetual","8h","0.007223%"
"2022-04-25 17:00:00","BTCUSDT Perpetual","8h","-0.007844%"
"2022-04-25 09:00:00","BTCUSDT Perpetual","8h","-0.008908%"
"2022-04-25 01:00:00","BTCUSDT Perpetual","8h","-0.003654%"
"2022-04-24 17:00:00","BTCUSDT Perpetual","8h","-0.015276%"
"2022-04-24 09:00:00","BTCUSDT Perpetual","8h","-0.018273%"
"2022-04-24 01:00:00","BTCUSDT Perpetual","8h","-0.011883%"
"2022-04-23 17:00:00","BTCUSDT Perpetual","8h","-0.007562%"
"2022-04-23 09:00:00","BTCUSDT Perpetual","8h","-0.009023%"
"2022-04-23 01:00:00","BTCUSDT Perpetual","8h","-0.000415%"
"2022-04-22 17:00:00","BTCUSDT Perpetual","8h","-0.016984%"
"2022-04-22 09:00:00","BTCUSDT Perpetual","8h","0.003026%"
"2022-04-22 01:00:00","BTCUSDT Perpetual","8h","0.005359%"
"2022-04-21 17:00:00","BTCUSDT Perpetual","8h","-0.005245%"
"2022-04-21 09:00:00","BTCUSDT Perpetual","8h","0.000177%"
"2022-04-21 01:00:00","BTCUSDT Perpetual","8h","0.003714%"
"2022-04-20 17:00:00","BTCUSDT Perpetual","8h","0.009543%"
"2022-04-20 09:00:00","BTCUSDT Perpetual","8h","0.009450%"
"2022-04-20 01:00:00","BTCUSDT Perpetual","8h","-0.005028%"
"2022-04-19 17:00:00","BTCUSDT Perpetual","8h","0.006251%"
"2022-04-19 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-04-19 01:00:00","BTCUSDT Perpetual","8h","-0.005436%"
"2022-04-18 17:00:00","BTCUSDT Perpetual","8h","-0.017197%"
"2022-04-18 09:00:00","BTCUSDT Perpetual","8h","-0.003231%"
"2022-04-18 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-04-17 17:00:00","BTCUSDT Perpetual","8h","0.009838%"
"2022-04-17 09:00:00","BTCUSDT Perpetual","8h","0.000719%"
"2022-04-17 01:00:00","BTCUSDT Perpetual","8h","0.006201%"
"2022-04-16 17:00:00","BTCUSDT Perpetual","8h","0.005199%"
"2022-04-16 09:00:00","BTCUSDT Perpetual","8h","0.002197%"
"2022-04-16 01:00:00","BTCUSDT Perpetual","8h","0.007697%"
"2022-04-15 17:00:00","BTCUSDT Perpetual","8h","-0.006805%"
"2022-04-15 09:00:00","BTCUSDT Perpetual","8h","-0.013233%"
"2022-04-15 01:00:00","BTCUSDT Perpetual","8h","0.004423%"
"2022-04-14 17:00:00","BTCUSDT Perpetual","8h","0.003533%"
"2022-04-14 09:00:00","BTCUSDT Perpetual","8h","0.005018%"
"2022-04-14 01:00:00","BTCUSDT Perpetual","8h","-0.001485%"
"2022-04-13 17:00:00","BTCUSDT Perpetual","8h","0.000753%"
"2022-04-13 09:00:00","BTCUSDT Perpetual","8h","-0.001692%"
"2022-04-13 01:00:00","BTCUSDT Perpetual","8h","-0.007001%"
"2022-04-12 17:00:00","BTCUSDT Perpetual","8h","-0.010012%"
"2022-04-12 09:00:00","BTCUSDT Perpetual","8h","-0.006795%"
"2022-04-12 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-04-11 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-04-11 09:00:00","BTCUSDT Perpetual","8h","0.000243%"
"2022-04-11 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-04-10 17:00:00","BTCUSDT Perpetual","8h","0.006231%"
"2022-04-10 09:00:00","BTCUSDT Perpetual","8h","0.002721%"
"2022-04-10 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-04-09 17:00:00","BTCUSDT Perpetual","8h","0.009278%"
"2022-04-09 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-04-09 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-04-08 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-04-08 09:00:00","BTCUSDT Perpetual","8h","0.004306%"
"2022-04-08 01:00:00","BTCUSDT Perpetual","8h","0.002421%"
"2022-04-07 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-04-07 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-04-07 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-04-06 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-04-06 09:00:00","BTCUSDT Perpetual","8h","0.009898%"
"2022-04-06 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-04-05 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-04-05 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-04-05 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-04-04 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-04-04 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-04-04 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-04-03 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-04-03 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-04-03 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-04-02 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-04-02 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-04-02 01:00:00","BTCUSDT Perpetual","8h","0.009193%"
"2022-04-01 17:00:00","BTCUSDT Perpetual","8h","0.007626%"
"2022-04-01 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-04-01 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-03-31 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-03-31 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-03-31 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-03-30 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-03-30 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-03-30 01:00:00","BTCUSDT Perpetual","8h","0.009594%"
"2022-03-29 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-03-29 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-03-29 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-03-28 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-03-28 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-03-28 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-03-27 17:00:00","BTCUSDT Perpetual","8h","0.001306%"
"2022-03-27 09:00:00","BTCUSDT Perpetual","8h","-0.008253%"
"2022-03-27 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-03-26 17:00:00","BTCUSDT Perpetual","8h","-0.007111%"
"2022-03-26 09:00:00","BTCUSDT Perpetual","8h","0.009739%"
"2022-03-26 01:00:00","BTCUSDT Perpetual","8h","0.005473%"
"2022-03-25 17:00:00","BTCUSDT Perpetual","8h","0.009286%"
"2022-03-25 09:00:00","BTCUSDT Perpetual","8h","0.000670%"
"2022-03-25 01:00:00","BTCUSDT Perpetual","8h","-0.000907%"
"2022-03-24 17:00:00","BTCUSDT Perpetual","8h","0.000799%"
"2022-03-24 09:00:00","BTCUSDT Perpetual","8h","0.001664%"
"2022-03-24 01:00:00","BTCUSDT Perpetual","8h","0.007014%"
"2022-03-23 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-03-23 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-03-23 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-03-22 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-03-22 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-03-22 01:00:00","BTCUSDT Perpetual","8h","-0.000093%"
"2022-03-21 17:00:00","BTCUSDT Perpetual","8h","-0.000954%"
"2022-03-21 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-03-21 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-03-20 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-03-20 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-03-20 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-03-19 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-03-19 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-03-19 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-03-18 17:00:00","BTCUSDT Perpetual","8h","0.001662%"
"2022-03-18 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-03-18 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-03-17 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-03-17 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-03-17 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-03-16 17:00:00","BTCUSDT Perpetual","8h","0.005870%"
"2022-03-16 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-03-16 01:00:00","BTCUSDT Perpetual","8h","0.009061%"
"2022-03-15 17:00:00","BTCUSDT Perpetual","8h","0.004476%"
"2022-03-15 09:00:00","BTCUSDT Perpetual","8h","0.005725%"
"2022-03-15 01:00:00","BTCUSDT Perpetual","8h","0.002708%"
"2022-03-14 17:00:00","BTCUSDT Perpetual","8h","-0.006699%"
"2022-03-14 09:00:00","BTCUSDT Perpetual","8h","-0.008009%"
"2022-03-14 01:00:00","BTCUSDT Perpetual","8h","-0.005741%"
"2022-03-13 17:00:00","BTCUSDT Perpetual","8h","0.000612%"
"2022-03-13 09:00:00","BTCUSDT Perpetual","8h","-0.005855%"
"2022-03-13 01:00:00","BTCUSDT Perpetual","8h","-0.003565%"
"2022-03-12 17:00:00","BTCUSDT Perpetual","8h","0.003168%"
"2022-03-12 09:00:00","BTCUSDT Perpetual","8h","-0.000307%"
"2022-03-12 01:00:00","BTCUSDT Perpetual","8h","0.004301%"
"2022-03-11 17:00:00","BTCUSDT Perpetual","8h","-0.007765%"
"2022-03-11 09:00:00","BTCUSDT Perpetual","8h","-0.009808%"
"2022-03-11 01:00:00","BTCUSDT Perpetual","8h","-0.008919%"
"2022-03-10 17:00:00","BTCUSDT Perpetual","8h","0.008280%"
"2022-03-10 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-03-10 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-03-09 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-03-09 09:00:00","BTCUSDT Perpetual","8h","0.006776%"
"2022-03-09 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-03-08 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-03-08 09:00:00","BTCUSDT Perpetual","8h","0.003378%"
"2022-03-08 01:00:00","BTCUSDT Perpetual","8h","-0.003177%"
"2022-03-07 17:00:00","BTCUSDT Perpetual","8h","-0.008983%"
"2022-03-07 09:00:00","BTCUSDT Perpetual","8h","0.000318%"
"2022-03-07 01:00:00","BTCUSDT Perpetual","8h","0.001957%"
"2022-03-06 17:00:00","BTCUSDT Perpetual","8h","-0.000960%"
"2022-03-06 09:00:00","BTCUSDT Perpetual","8h","0.004115%"
"2022-03-06 01:00:00","BTCUSDT Perpetual","8h","0.001656%"
"2022-03-05 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-03-05 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-03-05 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-03-04 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-03-04 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-03-04 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-03-03 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-03-03 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-03-03 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-03-02 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-03-02 09:00:00","BTCUSDT Perpetual","8h","-0.000507%"
"2022-03-02 01:00:00","BTCUSDT Perpetual","8h","0.004369%"
"2022-03-01 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-03-01 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-03-01 01:00:00","BTCUSDT Perpetual","8h","-0.005386%"
"2022-02-28 17:00:00","BTCUSDT Perpetual","8h","-0.008986%"
"2022-02-28 09:00:00","BTCUSDT Perpetual","8h","-0.021167%"
"2022-02-28 01:00:00","BTCUSDT Perpetual","8h","-0.000628%"
"2022-02-27 17:00:00","BTCUSDT Perpetual","8h","0.001803%"
"2022-02-27 09:00:00","BTCUSDT Perpetual","8h","0.005574%"
"2022-02-27 01:00:00","BTCUSDT Perpetual","8h","0.007614%"
"2022-02-26 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-02-26 09:00:00","BTCUSDT Perpetual","8h","0.009332%"
"2022-02-26 01:00:00","BTCUSDT Perpetual","8h","0.000998%"
"2022-02-25 17:00:00","BTCUSDT Perpetual","8h","0.006220%"
"2022-02-25 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-02-25 01:00:00","BTCUSDT Perpetual","8h","-0.009210%"
"2022-02-24 17:00:00","BTCUSDT Perpetual","8h","-0.016045%"
"2022-02-24 09:00:00","BTCUSDT Perpetual","8h","0.006475%"
"2022-02-24 01:00:00","BTCUSDT Perpetual","8h","-0.003332%"
"2022-02-23 17:00:00","BTCUSDT Perpetual","8h","-0.012603%"
"2022-02-23 09:00:00","BTCUSDT Perpetual","8h","-0.002623%"
"2022-02-23 01:00:00","BTCUSDT Perpetual","8h","-0.003085%"
"2022-02-22 17:00:00","BTCUSDT Perpetual","8h","0.002477%"
"2022-02-22 09:00:00","BTCUSDT Perpetual","8h","-0.005357%"
"2022-02-22 01:00:00","BTCUSDT Perpetual","8h","-0.003473%"
"2022-02-21 17:00:00","BTCUSDT Perpetual","8h","-0.004498%"
"2022-02-21 09:00:00","BTCUSDT Perpetual","8h","0.006500%"
"2022-02-21 01:00:00","BTCUSDT Perpetual","8h","-0.007517%"
"2022-02-20 17:00:00","BTCUSDT Perpetual","8h","0.006580%"
"2022-02-20 09:00:00","BTCUSDT Perpetual","8h","0.003023%"
"2022-02-20 01:00:00","BTCUSDT Perpetual","8h","0.007710%"
"2022-02-19 17:00:00","BTCUSDT Perpetual","8h","0.000960%"
"2022-02-19 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-02-19 01:00:00","BTCUSDT Perpetual","8h","-0.000936%"
"2022-02-18 17:00:00","BTCUSDT Perpetual","8h","-0.002923%"
"2022-02-18 09:00:00","BTCUSDT Perpetual","8h","-0.000438%"
"2022-02-18 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-02-17 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-02-17 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-02-17 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-02-16 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-02-16 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-02-16 01:00:00","BTCUSDT Perpetual","8h","0.005462%"
"2022-02-15 17:00:00","BTCUSDT Perpetual","8h","-0.007760%"
"2022-02-15 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-02-15 01:00:00","BTCUSDT Perpetual","8h","0.006444%"
"2022-02-14 17:00:00","BTCUSDT Perpetual","8h","0.002867%"
"2022-02-14 09:00:00","BTCUSDT Perpetual","8h","0.009717%"
"2022-02-14 01:00:00","BTCUSDT Perpetual","8h","0.006814%"
"2022-02-13 17:00:00","BTCUSDT Perpetual","8h","0.007937%"
"2022-02-13 09:00:00","BTCUSDT Perpetual","8h","0.008046%"
"2022-02-13 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-02-12 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-02-12 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-02-12 01:00:00","BTCUSDT Perpetual","8h","-0.007643%"
"2022-02-11 17:00:00","BTCUSDT Perpetual","8h","-0.005238%"
"2022-02-11 09:00:00","BTCUSDT Perpetual","8h","0.003895%"
"2022-02-11 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-02-10 17:00:00","BTCUSDT Perpetual","8h","-0.001799%"
"2022-02-10 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-02-10 01:00:00","BTCUSDT Perpetual","8h","0.005120%"
"2022-02-09 17:00:00","BTCUSDT Perpetual","8h","0.005826%"
"2022-02-09 09:00:00","BTCUSDT Perpetual","8h","0.008216%"
"2022-02-09 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-02-08 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-02-08 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-02-08 01:00:00","BTCUSDT Perpetual","8h","-0.009617%"
"2022-02-07 17:00:00","BTCUSDT Perpetual","8h","0.005264%"
"2022-02-07 09:00:00","BTCUSDT Perpetual","8h","0.001477%"
"2022-02-07 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-02-06 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-02-06 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-02-06 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-02-05 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-02-05 09:00:00","BTCUSDT Perpetual","8h","0.007457%"
"2022-02-05 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-02-04 17:00:00","BTCUSDT Perpetual","8h","-0.008571%"
